Male Node ID,Female Node ID
m16676,f15726
m6472,f12644
m1066,f1056
m5233,f1793
m10351,f8568
m9997,f10336
m8814,f6239
m5610,f4029
m13396,f13346
m6952,f12294
m17301,f16165
m12108,f15097
m16632,f15396
m15371,f1639
m12243,f14033
m13637,f4270
m7234,f5259
m4403,f670
m10736,f6032
m2797,f14192
m2992,f8452
m11297,f15870
m15216,f2233
m14729,f16496
m9030,f18102
m916,f8216
m14261,f13405
m7037,f17145
m4820,f14322
m10632,f5406
m5844,f16773
m10691,f1452
m13812,f13680
m17725,f17416
m16986,f4
m5402,f9050
m883,f17192
m13060,f16248
m7382,f6787
m207,f12531
m6962,f18357
m9717,f14501
m9017,f3930
m1299,f17017
m6516,f9948
m15777,f11553
m4443,f3131
m16467,f6149
m605,f11725
m2193,f7810
m6614,f18145
m17170,f10520
m3529,f390
m50,f6338
m1471,f9952
m9040,f7574
m13481,f10276
m3794,f7982
m6831,f10893
m17307,f1975
m9339,f12808
m5522,f876
m11539,f10883
m6860,f13145
m5535,f16530
m6672,f356
m11109,f12127
m7196,f12761
m11268,f13794
m11192,f12573
m7171,f7406
m13741,f3218
m922,f5996
m5272,f10746
m9336,f18294
m16922,f10819
m18185,f11869
m17225,f409
m5192,f3187
m17259,f3800
m14359,f4369
m8802,f9585
m6894,f14823
m2268,f3461
m11849,f1594
m5442,f10279
m6598,f9699
m5666,f10541
m4985,f9954
m17171,f12657
m7128,f13642
m2228,f15124
m13731,f9082
m13077,f13544
m17481,f5401
m41,f13563
m8764,f7966
m9510,f18026
m74,f2842
m17255,f635
m13980,f3466
m180,f13803
m656,f1954
m15016,f16287
m837,f8636
m7066,f13998
m17826,f13251
m13040,f982
m16210,f14421
m7855,f5536
m7941,f16764
m8640,f2445
m2197,f11342
m13925,f16743
m10857,f17650
m14312,f2901
m12791,f2684
m5339,f7738
m3301,f4588
m12651,f8000
m7189,f4459
m1078,f13367
m441,f13691
m18150,f16741
m2467,f2811
m14896,f15638
m324,f647
m65,f13129
m11758,f1852
m2214,f7239
m4927,f12446
m12497,f4812
m5264,f1547
m5055,f15082
m540,f8128
m7823,f1041
m4894,f4442
m15528,f14112
m12970,f3819
m10536,f10230
m14548,f13599
m15245,f1195
m4745,f6234
m7295,f1011
m8935,f11849
m485,f1742
m13148,f18356
m5397,f11442
m3175,f4634
m1989,f3020
m1391,f7066
m10437,f2197
m2053,f13132
m9560,f15756
m10044,f7417
m6645,f13330
m6473,f7959
m18084,f2433
m3638,f17536
m439,f2932
m7810,f4308
m5182,f10305
m12306,f11382
m10550,f8615
m8408,f10811
m4430,f17888
m16602,f5230
m4733,f10035
m6371,f554
m13892,f17785
m13556,f15766
m1098,f1003
m1119,f5345
m17928,f5705
m13588,f7799
m8212,f13593
m6773,f14201
m8204,f6981
m14488,f5968
m10137,f14674
m15399,f1105
m9399,f609
m16407,f6484
m13717,f4190
m13635,f16762
m17530,f13637
m8240,f5815
m133,f17652
m5039,f11360
m12870,f15900
m9013,f12477
m654,f5478
m9177,f13787
m4561,f15138
m11843,f16870
m13520,f12738
m912,f11910
m12724,f14531
m16705,f16081
m2802,f15353
m2493,f5726
m14674,f2772
m2514,f11687
m18256,f3736
m12408,f7244
m517,f13988
m18429,f11600
m9569,f13761
m2664,f2227
m15620,f9459
m5526,f13821
m1194,f15299
m15626,f18169
m7008,f16381
m10504,f12817
m10489,f14283
m8847,f11228
m17017,f15569
m15591,f9966
m1273,f17664
m3791,f10740
m5359,f13588
m9077,f7513
m4999,f4482
m2849,f11967
m4466,f6538
m9947,f3580
m8202,f14733
m16441,f6583
m10375,f18109
m205,f15020
m9805,f9998
m10620,f4623
m5484,f4349
m10261,f1122
m16173,f5982
m9896,f13328
m13026,f14054
m12335,f8885
m2100,f4926
m11818,f1835
m15872,f5062
m13228,f1695
m13550,f9413
m13789,f15932
m8646,f1795
m15951,f14619
m1931,f3071
m17761,f341
m14603,f8829
m757,f9450
m2549,f4502
m3634,f11323
m12007,f12235
m7873,f9694
m11175,f9489
m4445,f3415
m6886,f2746
m3506,f12486
m8025,f1491
m8049,f5033
m17828,f15861
m2934,f12325
m8233,f6767
m11463,f18051
m6651,f11479
m4689,f15901
m7255,f3408
m167,f18486
m17888,f9174
m10582,f2482
m4827,f5202
m18042,f2508
m11636,f6667
m18002,f4953
m16198,f5463
m7354,f12971
m938,f4210
m1450,f17887
m6596,f2576
m9824,f11820
m10644,f10020
m5655,f12353
m12607,f12538
m6610,f8909
m8919,f92
m15639,f3565
m3191,f15786
m9143,f8077
m15339,f14292
m933,f17727
m14645,f7091
m2800,f2703
m18424,f3025
m6971,f16493
m8759,f3815
m7612,f3948
m12210,f1701
m15111,f7276
m2369,f2288
m318,f9938
m3598,f771
m12287,f17700
m2883,f5755
m664,f8141
m13321,f16192
m5015,f6174
m2582,f2
m13256,f11926
m10860,f15716
m9127,f4850
m17027,f4887
m7800,f7958
m9786,f9706
m5548,f705
m16073,f15022
m8270,f7353
m14443,f16872
m16677,f6936
m1731,f4293
m15496,f10274
m9870,f14934
m1850,f8707
m2991,f6224
m8605,f8024
m1586,f17212
m765,f3538
m2714,f11987
m10898,f17752
m6786,f1874
m12520,f1014
m11323,f6755
m15608,f9784
m7236,f2959
m1930,f2213
m5249,f124
m13453,f3587
m7380,f13331
m4049,f7864
m10721,f1706
m8266,f1861
m13092,f1686
m15393,f13533
m10157,f9326
m17180,f13511
m11596,f1644
m17745,f17775
m13395,f17970
m11695,f12131
m15349,f9408
m5437,f17556
m1577,f14408
m2874,f6741
m5034,f1449
m1111,f9299
m9555,f13955
m2305,f6724
m9897,f3864
m1322,f1202
m17399,f17349
m7497,f2235
m2868,f3582
m15769,f6687
m6757,f14990
m159,f123
m14878,f13697
m14723,f265
m10213,f13222
m16727,f11133
m18205,f7032
m12432,f16511
m10828,f8903
m12953,f7143
m4704,f16092
m16729,f16564
m8177,f7944
m10277,f323
m17545,f5228
m12283,f3654
m17330,f3571
m11320,f2700
m7483,f18085
m18100,f12392
m16348,f8684
m11687,f6789
m17125,f5552
m3317,f16223
m5767,f17506
m2391,f10019
m283,f12830
m891,f100
m6809,f11783
m365,f2532
m8127,f4044
m1351,f5984
m8323,f5492
m17797,f5376
m18370,f10951
m17021,f7288
m8632,f11972
m18431,f2702
m539,f15626
m10624,f4205
m8996,f7781
m8080,f13186
m6132,f513
m6368,f3096
m2652,f6503
m17897,f5490
m9319,f6076
m14904,f3293
m3922,f5884
m6347,f4436
m17876,f6751
m6170,f18433
m229,f15398
m13219,f3360
m4509,f8942
m9240,f10237
m16503,f9383
m9090,f2105
m2431,f15673
m15312,f7542
m16903,f16728
m2382,f7845
m10797,f6778
m17230,f11434
m7623,f6093
m5696,f5143
m1456,f12365
m6073,f10829
m13412,f8850
m17009,f2813
m9056,f14955
m12083,f6549
m14752,f4243
m4537,f961
m7002,f11062
m6524,f6758
m4338,f12334
m3801,f8754
m12042,f11544
m7851,f2789
m5847,f5784
m5363,f7741
m4791,f7058
m16376,f273
m1045,f8333
m14041,f15010
m16633,f17094
m16430,f3437
m15542,f12908
m11090,f2194
m18457,f14367
m6967,f5243
m14402,f13181
m2781,f2877
m2718,f473
m674,f12423
m1992,f5021
m5839,f5322
m8082,f13692
m7004,f15172
m12933,f6102
m5271,f6792
m18083,f16505
m10057,f12537
m8862,f8345
m16755,f2265
m11643,f8725
m10014,f1508
m6814,f15350
m8108,f4128
m7121,f2681
m4297,f2473
m9900,f6440
m4551,f2174
m12236,f12909
m4268,f4280
m12367,f13272
m4109,f5131
m10103,f12039
m512,f15689
m13544,f236
m4100,f12020
m16135,f15346
m17808,f17271
m11879,f12766
m9346,f2348
m6224,f3828
m2112,f6509
m4523,f1794
m11638,f3584
m4435,f7373
m11597,f8508
m7408,f9104
m16139,f4703
m10890,f15777
m3066,f9032
m6303,f3182
m420,f12947
m17065,f17087
m6863,f15985
m4147,f3367
m5054,f4040
m3065,f11464
m523,f7386
m935,f15047
m17867,f12447
m4979,f17450
m16330,f10049
m3819,f5408
m17915,f1197
m7935,f14269
m18066,f6820
m17818,f1112
m5623,f1324
m7553,f18378
m7261,f5372
m16646,f778
m181,f5921
m9109,f17492
m13798,f10267
m2016,f8394
m5567,f3393
m17743,f252
m1793,f1242
m5528,f5759
m9546,f11117
m8040,f15133
m131,f3877
m16868,f1200
m18487,f9943
m1803,f1844
m18209,f6636
m18518,f1728
m9304,f12900
m8541,f5452
m6637,f3416
m12598,f7266
m6775,f9142
m9940,f11996
m2384,f2025
m13057,f11617
m9650,f12493
m14881,f16705
m13441,f1871
m1071,f12133
m8342,f13628
m8260,f10256
m3117,f13333
m6805,f17512
m4127,f1956
m13343,f8274
m14464,f270
m13194,f3590
m17829,f5580
m3347,f11088
m4769,f17957
m9854,f4642
m1840,f16667
m14577,f18313
m1960,f2399
m6877,f12671
m14597,f14061
m15918,f5908
m12163,f1448
m6401,f7449
m18267,f7706
m6604,f10801
m8582,f7135
m1183,f1677
m17648,f4135
m2545,f6105
m9653,f6998
m3401,f13262
m1007,f1947
m18168,f6110
m8208,f11576
m4788,f8150
m13562,f17530
m2615,f7732
m6430,f15830
m1568,f4803
m12501,f9099
m12292,f12610
m11198,f12277
m15381,f9842
m10376,f13862
m2471,f10347
m16084,f7637
m185,f6230
m12040,f16054
m8195,f8359
m15476,f17894
m13079,f16867
m14749,f6656
m18122,f5500
m13369,f11090
m4191,f2607
m10047,f13807
m408,f15305
m17223,f4303
m6500,f629
m11741,f8
m446,f5069
m8120,f8563
m5219,f3967
m8114,f12366
m16881,f6461
m5724,f12859
m3516,f10806
m14934,f10190
m16149,f15474
m14234,f8992
m12633,f2578
m10122,f13309
m7863,f10545
m4232,f762
m3204,f10692
m15103,f2817
m8486,f636
m7896,f5617
m14309,f10495
m12776,f1642
m14738,f16167
m6236,f12459
m18503,f9371
m18347,f18310
m8865,f10660
m9392,f9634
m11070,f11780
m2948,f8679
m15319,f12539
m2111,f11305
m11594,f1601
m4982,f9204
m9300,f10484
m16951,f8905
m150,f2601
m18213,f17772
m17217,f11086
m2402,f12886
m3603,f17537
m1498,f3583
m12726,f16722
m11217,f871
m6379,f15930
m374,f6432
m18465,f7550
m14979,f9592
m8797,f3812
m16417,f12135
m1563,f11863
m273,f916
m3804,f16481
m4841,f15400
m13158,f7212
m10567,f5893
m3810,f5651
m8473,f3990
m18112,f16734
m7582,f10030
m10135,f570
m6768,f9620
m14995,f15954
m8875,f1640
m1830,f4870
m16779,f9778
m12983,f3976
m7899,f2374
m2536,f10295
m9238,f13749
m3215,f3825
m10131,f17389
m10065,f6957
m10711,f9493
m9781,f551
m15201,f15363
m17885,f5035
m1817,f831
m2444,f7055
m10882,f11807
m10000,f13288
m15573,f5739
m4194,f6797
m11754,f5488
m10239,f1729
m7891,f14986
m12244,f15294
m2554,f16668
m13076,f5668
m18174,f18044
m15419,f2547
m15474,f6098
m2325,f4524
m14184,f14449
m14948,f1812
m17933,f1561
m12383,f370
m13848,f13329
m10485,f17501
m1335,f5894
m11730,f6215
m6010,f5932
m8257,f10345
m10371,f14099
m1284,f14348
m15401,f8916
m6297,f17039
m10370,f7345
m9415,f17453
m7777,f9007
m2150,f18285
m16242,f13576
m2093,f9822
m1129,f13356
m18006,f2912
m17964,f14675
m4992,f3529
m13091,f8821
m14874,f13521
m11571,f14611
m2999,f14803
m3534,f13105
m14220,f11208
m5893,f11195
m15646,f4325
m5163,f8022
m11655,f11689
m13875,f14226
m7751,f11724
m3550,f12926
m15210,f11999
m10456,f863
m17953,f5211
m905,f4569
m3710,f13524
m2183,f11994
m17611,f875
m12351,f11037
m5826,f11163
m16597,f6834
m16710,f4179
m6475,f3516
m10939,f12007
m17239,f6700
m11726,f16056
m17793,f1182
m753,f16079
m6470,f12454
m14026,f9561
m4487,f996
m4937,f2519
m16877,f7190
m12404,f12526
m14926,f1637
m4313,f3488
m11368,f9396
m17286,f8626
m2982,f6273
m2625,f9465
m13756,f11760
m6095,f6134
m10173,f9240
m278,f4583
m11796,f14527
m7945,f4490
m2830,f15192
m430,f3047
m13676,f15933
m6127,f18001
m16396,f170
m16563,f6819
m18316,f7420
m6815,f81
m7643,f17164
m5769,f6980
m2587,f16976
m16662,f7918
m7460,f1433
m6880,f1524
m6743,f9010
m17624,f7352
m14302,f8997
m9515,f2797
m10986,f13285
m17092,f382
m1115,f3522
m15565,f7254
m13921,f11238
m7059,f9374
m10286,f15060
m15609,f9276
m2920,f11452
m18111,f7528
m6839,f5860
m10944,f5279
m9646,f12230
m12337,f12254
m16274,f6238
m14370,f9410
m4054,f7147
m11562,f17592
m15530,f15027
m9451,f17928
m13944,f6718
m17699,f11455
m5260,f6680
m236,f4311
m14154,f3378
m14930,f8398
m13317,f7977
m4657,f8750
m14075,f6003
m12328,f9236
m14908,f17422
m9818,f12468
m6343,f14511
m5622,f7721
m7107,f925
m4002,f4973
m6901,f13867
m5770,f5207
m4424,f10077
m9994,f9655
m1607,f9942
m17107,f11099
m8561,f8748
m5487,f4592
m12541,f18475
m12191,f4737
m5894,f16619
m3055,f5689
m18523,f4458
m14182,f11445
m9535,f8961
m7869,f471
m14714,f3935
m6817,f11397
m2859,f9563
m15718,f11564
m6670,f13381
m12004,f13290
m7167,f2755
m18476,f10964
m1853,f16885
m12259,f7470
m127,f10707
m7890,f6453
m12504,f3373
m6847,f18124
m15166,f7576
m13579,f74
m11742,f13274
m13293,f8969
m3399,f11490
m9386,f5865
m4633,f12318
m177,f5826
m11545,f4678
m14526,f7783
m17704,f1419
m1902,f9143
m3271,f10476
m13748,f11189
m8123,f9255
m17697,f5551
m2143,f9893
m3894,f17352
m778,f2017
m14988,f9172
m10798,f11456
m1862,f15296
m6044,f11235
m959,f14901
m14294,f2594
m5612,f779
m17993,f16346
m16067,f9580
m16926,f14113
m5041,f17668
m2181,f9749
m12622,f12426
m3578,f3463
m3903,f7728
m11164,f17574
m9671,f2864
m9684,f2209
m11803,f3689
m6158,f17335
m7822,f5948
m11385,f4662
m5886,f7897
m4618,f8952
m8079,f14492
m16748,f572
m15908,f6341
m5533,f4021
m2787,f3115
m6991,f6166
m15767,f2730
m1209,f5287
m553,f7696
m12706,f8776
m300,f10978
m17163,f4022
m4680,f8791
m16176,f13234
m16898,f16717
m2189,f7151
m11547,f8831
m4667,f2591
m11295,f3672
m2399,f9108
m13650,f14937
m1274,f4413
m8042,f10324
m2206,f6320
m11168,f1196
m4834,f11187
m3039,f2830
m14321,f14717
m1806,f4417
m16288,f12347
m7507,f3573
m7904,f3262
m5411,f2609
m491,f3015
m4183,f11116
m11692,f6087
m4241,f8163
m16488,f1831
m15979,f176
m14680,f2556
m11860,f6799
m1047,f4687
m3792,f15104
m17120,f17880
m15914,f1615
m5451,f14738
m1791,f7008
m17057,f4379
m17246,f992
m13367,f10885
m15332,f6880
m15258,f7710
m13887,f2849
m10695,f10018
m8245,f11410
m8957,f240
m4511,f16736
m7669,f14793
m7888,f8403
m14136,f2016
m15344,f3225
m17035,f15892
m4573,f12081
m17443,f11650
m11007,f18231
m897,f5628
m17174,f3243
m9633,f13596
m15425,f4621
m10367,f12755
m12707,f5071
m7200,f11046
m13335,f10285
m8534,f13830
m4650,f9846
m15191,f5166
m7340,f12354
m9192,f18245
m13450,f2339
m16550,f14957
m15051,f6507
m6541,f9239
m16286,f4661
m7406,f824
m15826,f4073
m6259,f7037
m1323,f14167
m16942,f13169
m10547,f11217
m7593,f7477
m2178,f15377
m14054,f6669
m4125,f17848
m15345,f539
m13987,f7737
m2479,f4669
m5880,f8643
m8634,f13999
m15694,f18428
m6393,f8962
m533,f4336
m206,f11699
m3047,f16966
m407,f10512
m326,f15191
m4636,f14020
m9102,f8193
m4806,f1658
m6941,f6181
m13648,f13756
m16568,f8044
m10679,f12217
m10090,f561
m15891,f15884
m14494,f10884
m2351,f5451
m894,f14202
m7312,f2149
m14986,f12483
m7683,f16355
m4298,f17929
m12218,f16770
m16393,f6425
m13483,f15711
m8262,f12310
m16386,f11341
m4319,f12737
m4492,f9760
m8553,f8365
m12078,f245
m4638,f13587
m796,f7817
m13724,f16586
m1439,f6256
m9862,f7602
m12143,f1125
m1553,f6791
m17744,f11256
m11111,f1221
m9217,f14931
m2921,f2910
m12945,f1186
m4744,f1709
m4908,f14661
m2584,f2396
m14303,f9318
m2994,f14406
m11288,f10257
m18218,f6688
m15535,f1985
m3729,f17596
m15895,f12824
m7264,f13687
m1355,f2459
m11483,f9100
m16760,f13036
m17695,f8316
m18378,f12186
m3040,f12822
m9826,f6364
m13058,f4624
m6083,f1937
m14700,f17907
m15590,f8285
m13718,f2855
m17645,f10483
m16066,f16068
m2163,f2325
m4632,f13805
m10917,f10287
m4227,f1905
m15281,f18332
m12664,f13434
m4399,f2467
m9457,f4908
m5919,f2116
m13992,f10152
m16085,f14011
m9681,f10029
m7180,f16535
m8734,f1666
m10420,f12715
m10165,f11570
m9902,f3978
m18513,f2636
m865,f1440
m3462,f4637
m2669,f1020
m17748,f14656
m14600,f11347
m11157,f11224
m3238,f4102
m18499,f720
m3721,f9257
m17616,f15445
m5780,f5502
m14337,f8486
m7634,f16818
m1350,f3720
m8440,f16753
m12680,f17621
m13889,f12606
m7635,f13111
m2047,f5364
m1844,f12914
m13657,f12756
m13315,f17092
m6703,f12846
m9350,f11956
m6262,f10319
m11247,f8936
m13604,f17319
m13563,f8483
m3978,f13438
m13151,f14985
m7093,f4200
m8838,f16663
m6930,f8625
m17649,f4050
m578,f6150
m13384,f18500
m12320,f17311
m5202,f2752
m8922,f6563
m16698,f4217
m15323,f10936
m6169,f13338
m13738,f9999
m9149,f2085
m6732,f6483
m14389,f3645
m10059,f10283
m11747,f6029
m11671,f5581
m13437,f2689
m637,f6388
m15004,f5081
m1978,f18223
m10748,f10818
m6694,f18260
m257,f2734
m5721,f5180
m16751,f1960
m18356,f14163
m3916,f10491
m17932,f13513
m650,f6478
m15043,f15625
m10242,f3659
m13618,f10695
m1290,f13068
m11415,f5563
m15881,f3852
m6625,f11307
m14046,f7395
m17473,f3068
m14225,f18279
m10605,f5438
m10107,f14840
m14637,f10832
m10048,f10734
m1841,f12154
m3255,f12461
m13021,f8061
m5541,f6085
m9924,f14305
m7447,f3637
m14262,f5381
m1549,f11853
m7527,f1478
m5990,f14644
m5549,f1626
m2616,f17820
m16713,f11924
m2693,f12860
m18276,f16854
m16315,f18278
m1210,f2335
m16181,f3839
m1873,f16720
m8840,f1979
m18481,f13476
m18187,f7858
m2406,f16635
m13350,f15121
m13008,f6412
m7923,f2991
m3096,f3790
m5141,f1681
m11328,f873
m12246,f15135
m17597,f13242
m5169,f6051
m11682,f11443
m15074,f2426
m2257,f15497
m2219,f13454
m17891,f12536
m11452,f5808
m6932,f8977
m16853,f4762
m3724,f11265
m12670,f6606
m11308,f16316
m16901,f13372
m7400,f1111
m1271,f6384
m7209,f9289
m9020,f11526
m16185,f8368
m15870,f9162
m13947,f12059
m17490,f14794
m8819,f15718
m2983,f17676
m9806,f8930
m9551,f15479
m16756,f8261
m4134,f13658
m6689,f17950
m12356,f4109
m10241,f12838
m5904,f14460
m4892,f15534
m15819,f12485
m14306,f3503
m7917,f5427
m10399,f6824
m11626,f18028
m12118,f15865
m16177,f3092
m11114,f17064
m2731,f12473
m84,f7947
m14562,f3119
m9166,f18253
m12069,f1464
m12576,f17041
m16718,f178
m9422,f11028
m9562,f6817
m3815,f16003
m13442,f14199
m9326,f7293
m13357,f6121
m5216,f7435
m2634,f12208
m8012,f18235
m9357,f8115
m17593,f494
m18252,f3114
m8138,f12623
m8557,f5340
m16866,f13090
m14149,f15738
m12869,f7607
m12683,f11025
m7199,f5457
m16334,f654
m13420,f6801
m11912,f6152
m15093,f17966
m17884,f2558
m15551,f293
m8084,f11183
m495,f11325
m440,f15864
m5875,f7759
m13942,f9345
m7269,f3657
m7308,f14157
m18352,f9310
m9203,f8391
m5000,f7034
m8986,f4007
m12463,f15605
m17325,f2678
m16193,f14497
m8209,f13796
m9434,f17587
m10630,f8277
m1752,f397
m10468,f16144
m1049,f11263
m18206,f16573
m9918,f11234
m17971,f12108
m13059,f4133
m360,f16464
m7980,f12556
m16424,f6625
m7318,f5122
m10167,f8819
m15855,f7776
m5114,f749
m12958,f8500
m10126,f4437
m18089,f5220
m8776,f16288
m7426,f17768
m3109,f1162
m17724,f11009
m16321,f1941
m11008,f14389
m14627,f7986
m1219,f57
m3405,f18365
m8124,f1370
m7040,f3289
m4962,f4832
m8451,f10485
m16332,f8090
m17759,f18123
m11962,f11504
m2842,f7258
m5611,f3490
m15325,f2302
m6655,f5857
m16620,f12427
m6053,f17507
m1641,f1543
m626,f2718
m11715,f15751
m12755,f17255
m10302,f7363
m6265,f2903
m8522,f17034
m14879,f6402
m5898,f4014
m17961,f2368
m8382,f8073
m7049,f1878
m9712,f3241
m11841,f16695
m10995,f16468
m2137,f8473
m6615,f6055
m16865,f13664
m12071,f10281
m17260,f3256
m12751,f13755
m13373,f13895
m346,f17194
m8904,f7411
m1554,f11271
m1125,f11532
m2963,f14802
m12583,f989
m15999,f7158
m7933,f8047
m6942,f15344
m13792,f5635
m13959,f3180
m17847,f8673
m8029,f18377
m8671,f703
m10308,f15127
m15641,f15475
m5784,f4913
m3587,f14722
m9322,f7121
m2784,f13318
m10975,f9471
m14914,f13663
m1707,f3139
m11193,f17408
m15861,f16544
m1380,f1277
m12922,f1507
m363,f68
m2605,f4936
m4456,f16487
m12316,f11239
m14509,f7675
m12001,f4389
m16972,f535
m17542,f13696
m13121,f15424
m17922,f8182
m4860,f3492
m9327,f15697
m11206,f522
m3932,f4730
m3145,f9129
m3783,f18443
m548,f4734
m12611,f8878
m5776,f2682
m16649,f10856
m7842,f2468
m13246,f11572
m1126,f8335
m4187,f3037
m8038,f13249
m83,f4675
m16914,f8979
m5978,f17451
m6793,f259
m18315,f9019
m10887,f9796
m7834,f14572
m13961,f9419
m2825,f11510
m11340,f5584
m6221,f327
m6648,f2612
m5049,f4096
m11830,f5719
m17660,f12672
m13078,f12666
m52,f1699
m8380,f2714
m10936,f13652
m9513,f5383
m10531,f17944
m15236,f13983
m13590,f4600
m308,f14174
m17070,f3616
m5228,f2354
m2758,f7647
m3487,f10598
m14864,f11158
m17791,f6982
m2715,f18080
m16000,f2777
m9563,f14046
m6626,f646
m11246,f10496
m11216,f14395
m2043,f4629
m11616,f5170
m14338,f1599
m2203,f17378
m1453,f17776
m10114,f937
m8987,f2798
m4316,f17068
m1225,f6899
m3820,f9586
m9303,f8546
m14836,f4848
m317,f11362
m15421,f3929
m11510,f10539
m16257,f2309
m3240,f8597
m4671,f14715
m12744,f13863
m14242,f9306
m5788,f13001
m14099,f18268
m11355,f5710
m16835,f8793
m5924,f10219
m6157,f15748
m4389,f3061
m3509,f479
m11358,f17062
m1585,f6675
m10148,f12371
m9753,f1265
m3888,f242
m15037,f13386
m13555,f5116
m7720,f8151
m13678,f173
m3075,f11634
m7631,f2869
m2810,f8709
m18286,f13938
m4159,f8283
m7962,f5562
m3394,f3422
m15265,f16286
m9620,f9693
m10294,f1061
m5950,f3664
m8259,f448
m1257,f18190
m15965,f13973
m14375,f9726
m5330,f6590
m7051,f15303
m16094,f7663
m4938,f13278
m1114,f9568
m4223,f10620
m227,f15601
m3871,f5785
m17439,f1400
m17390,f18128
m8782,f15887
m4217,f7262
m8110,f5764
m15764,f14842
m15306,f16860
m6185,f15929
m6710,f8250
m11802,f10865
m12971,f17077
m14983,f6135
m5207,f7657
m10907,f16489
m16743,f5227
m14673,f13486
m11347,f1033
m13920,f16313
m7682,f16844
m7828,f8468
m11256,f1293
m17168,f11113
m7313,f17058
m11397,f1923
m15499,f3757
m6753,f18103
m174,f4960
m5532,f2435
m2371,f4330
m12470,f11530
m5628,f12380
m8694,f1996
m16241,f12192
m14221,f12529
m5457,f936
m8675,f15910
m8304,f17514
m9454,f8018
m5075,f8524
m6774,f12852
m15741,f10536
m7919,f8176
m4208,f10382
m2613,f2780
m1627,f13110
m3431,f18070
m1215,f17404
m11006,f17608
m1090,f13152
m3,f11266
m14659,f1763
m16203,f15466
m4805,f1176
m14105,f18447
m1792,f14569
m6468,f10717
m9977,f16310
m9455,f11296
m9736,f14923
m6823,f11497
m4494,f7534
m15893,f6423
m6050,f14244
m12782,f16059
m749,f1396
m2754,f6551
m8513,f13369
m1193,f5232
m2563,f2942
m11032,f15295
m4535,f9077
m17487,f13840
m12397,f5969
m3945,f1030
m8662,f133
m17328,f17293
m7433,f6870
m3614,f7088
m2793,f3330
m15021,f16633
m1772,f1834
m3414,f1722
m6066,f1039
m18524,f9368
m14004,f8958
m5685,f17320
m12204,f17469
m9444,f10973
m15782,f11506
m8384,f9642
m13130,f13618
m6220,f12872
m14391,f15803
m249,f13685
m9921,f3732
m7063,f14905
m13312,f14754
m14579,f7921
m9808,f7869
m12471,f10254
m14496,f8653
m14083,f10532
m12883,f7752
m1288,f651
m1153,f1485
m6378,f4558
m4874,f12868
m16161,f4967
m13157,f13215
m506,f3574
m4742,f3793
m8307,f267
m12184,f2713
m878,f878
m282,f15840
m12393,f650
m13468,f2387
m13463,f16394
m17789,f1446
m11083,f12786
m590,f13091
m8762,f10055
m17462,f827
m15449,f10378
m16693,f16074
m9061,f5561
m6661,f1581
m8912,f12796
m6439,f16465
m638,f18344
m4790,f10002
m3472,f10575
m12999,f35
m11406,f109
m11660,f12583
m10394,f14207
m895,f2131
m13116,f18075
m15313,f16650
m3258,f16803
m3467,f18098
m5581,f10487
m1664,f12462
m17293,f10141
m11156,f11802
m8653,f11870
m7131,f15265
m14131,f9615
m8438,f8395
m11252,f13649
m2196,f8580
m18508,f3807
m4582,f7641
m6434,f11674
m7163,f5271
m7299,f6255
m12839,f9428
m1578,f9370
m14217,f11923
m10174,f10045
m1149,f13480
m8225,f8361
m14000,f9182
m13501,f2176
m14540,f1517
m7998,f192
m10528,f11661
m1698,f10911
m15929,f16984
m6712,f18238
m16891,f9423
m292,f17757
m11325,f4548
m17313,f17869
m10025,f1693
m3113,f10066
m10382,f17934
m9730,f18141
m16353,f4268
m2917,f1631
m18365,f7412
m6808,f3357
m7605,f15820
m500,f8704
m15690,f18368
m13658,f6062
m17711,f12683
m5086,f10369
m8556,f16703
m11496,f16959
m10142,f3058
m13047,f12430
m4931,f3692
m17895,f7384
m13548,f6605
m4578,f3169
m4058,f17800
m16994,f12332
m881,f17860
m10187,f17683
m10192,f10244
m2690,f7548
m3461,f7176
m12106,f5886
m7455,f15867
m3998,f3495
m2853,f13302
m357,f13143
m7988,f16364
m4807,f14620
m4259,f7695
m9984,f18032
m3396,f16436
m3494,f13075
m12837,f18215
m13418,f14667
m12167,f18006
m11831,f16067
m8184,f607
m3404,f1401
m15054,f15725
m14974,f411
m18401,f6909
m13006,f13904
m3478,f12056
m12109,f5124
m6058,f3632
m12235,f7767
m13704,f4160
m6922,f5053
m8471,f10773
m1398,f5922
m12507,f18388
m1810,f15255
m10460,f16595
m10990,f14071
m794,f8806
m17277,f6765
m16965,f789
m11409,f5504
m14463,f15838
m15815,f16300
m3959,f14574
m7787,f17532
m12864,f161
m14797,f6928
m1171,f13632
m14788,f10466
m5590,f12760
m17459,f7980
m15847,f8064
m14044,f5936
m9865,f1605
m2733,f9913
m3574,f13352
m1268,f18520
m12553,f1052
m13332,f9118
m13290,f15733
